review_id,verified_purchase,full_text,rating
R0237,True,The perfect sampling of Burt’s Bees products. This package had a perfect sampling of Burts bees foot in hand moisturizers. I have always been satisfied with Burts bees products and feel good about using them on my skin. The moisturize well a nice subtle scent and so far I have never caused any breakouts or sensitivity issues.,5.0
R0238,True,Five Stars. bought as a gift and they loved it,5.0
R0239,True,Try it on for size. Nice trial pack . I’m definitely buying these in the regular size. I’m glad I got to try them first!,5.0
R0240,True,Empty package. Empty package,1.0
R0241,True,Five Stars. My mom loved this and has since used everything. I'll have to get her another one!,5.0
R0242,True,Nice gift. Bought this as a Christmas gift and I think that the recepient liked it. It’s a cute little gift set. The sizes are fairly small but that is what I expected.,4.0
R0243,True,Nice gift set. Nice gift set for the holidays. But the way it was shipped the boxes were a bit beat up.,5.0
R0244,False,Five Stars. Love Burts Bees. Got a bunch to give to my coworkers for Christmas. They loved it!,5.0
R0245,True,Smells awful. The lotion scents are off putting. The only good thing on there is the cuticle cream. The rest smells horrible. The foot cream is sticky. Do not recommend!,2.0
R0246,True,"Rancid Almond and Milk Hand Cream. The Burt's Bees Almond and Milk hand cream arrived smelling rancid, like oil gone bad. The Honey and Grapeseed Hand Cream had separated and only liquid comes out of the tube. Obviously this boxed set is old, out of date and should not have been sold. I'm not happy Amazon.",1.0
R0247,True,"Thank you BURTS BEES. Loving everything right now. I work in healthcare, where I am constantly washing my hands and my hands take it hard. These products have given my hands a beautiful & healthy look again. My hands are soft!!!!!",5.0
R0248,True,"Perfect!. Bought as a Mother’s Day gift, it’s a tiny bit smaller than I expected, but that’s definitely my lack of reading dimensions! (So if you’re like me I’d check to make sure it’s the size you’re expecting :)) I personally think it’s a really great deal for the brand name product, and definitely recommend for gifts or to treat yourself!",5.0
R0249,True,Great set. I first received this set as a gift and have now purchased it again for myself. I like every product in it and all are size compliant with carry-on luggage.,5.0
R0250,True,Four Stars. Normal,4.0
R0251,True,I love this collection. I love all the products in this kit. They are so nourishing and smell great. This makes great gift or for anyone wanting to sample some different items. I have bought the full size of many of these.,5.0
R0252,True,H. Works,5.0
R0253,True,Four Stars. good samples.,4.0
R0254,True,small. smaller than the photo makes you believe kinda disappointing for the price as I bought it as a gift for Christmas.,2.0
R0255,True,"Love Burt's. Came with one item missing. Good quality products, though.",4.0
R0256,True,"not in a giftable tin. The description says ""in Giftable Tin"". It is in a cardboard box.",3.0
R0257,True,Five Stars. My friend likes it.,5.0
R0258,True,love it great value. love this great gift,5.0
R0259,True,"Damaged packaging. Bought 2of these, to use for stocking stuffers. One box was in good condition..the other looked like it went through a storm. Box was damaged, inside all cracked. Terrible!! Very dis satisfied!!!",1.0
R0260,True,Five Stars. The perfect little set.,5.0
R0261,True,great gifts. love the sizes and samples in this package. made the perfect gift for my patient!,4.0
R0262,True,"both lotions have a subtle and yet nice smell that relaxes me and leave my skin feeling .... I haven't tried the lip balm yet but the foot cream and the hand cream are my favorites of the set. Each tube really hydrates my hands and feet respectively, not to mention the smell... both lotions have a subtle and yet nice smell that relaxes me and leave my skin feeling AMAZING. I recommend this product.",5.0
R0263,True,"Likely an Expired Gift Set. Out of all the products in this box I’m quite certain only the lemon cuticle cream hasn’t officially “turned” or gone bad. The other creams and moisturizers were very sticky, had almost a crust-like appearance when coming out of the tubes, smelt a little off and overall did not offer the benefits I was looking for. I unfortunately could not find an expiration date on this set but compared to other Burt’s Bees products I was not impressed and find the quality to be poor.",2.0
R0264,True,"A great buy. This gift set is such a good value. The mini items actually last a little bit longer than expected, and the lip balm is an added bonus. Everything is so moisturizing :) It would be a good set for someone to get if they wanted to test multiple Burt's Bees products.",5.0
R0265,True,I was told they really liked it.. This was a gift. I was told they really liked it.,5.0
R0266,True,You can go wrong with Burt's..... Who doesn't love Burt's Bees products? I bought this set for my daughter in law and really think she will enjoy it.,5.0
R0267,True,Good value. As a gift.,5.0
R0268,True,Perfect travel sizes and variety!. This kit has perfect travel sizes of amazing smelling products. The grapeseed and honey hand cream is delicious enough to eat (but don't ;) haha). Will be buying more for gifts!,5.0
R0269,True,good. good,5.0
R0270,True,"Great gift. Makes a great gift addition, loved the value",5.0
R0271,True,"SO CHEAP??? And is perfectly lovely!. This is such a cute gift set for yourself or a family member. It's so cheap and Burt's Bees is such a high quality brand. Love it, and smells nice.",5.0
R0272,True,"Love the hand creams and the chap stick. Highly recommend!. Love this set. Bought as gifts for myself, my daughters and all my nieces. The hand cream is amazing!",5.0
R0273,True,Great Burt’s Bees gift. We are big time Burt’s bees people and I bought this as a stocking stuffer for my wife and she loved it!,5.0
R0274,True,"but of course I checked Amazon first and found it for a really great price. Beware the sizes. I saw this in a store and really wanted it, but of course I checked Amazon first and found it for a really great price. Beware the sizes; the package in the store was much bigger and the 2 creams had more fluid ounces, but that was totally my fault for not checking. Everything works great and my favorite is the lemon butter cuticle cream!",5.0
R0275,True,"Damaged Box. Bought it for a gift, but the package was damaged and the bottom was opened.",3.0
R0276,True,Five Stars. Boughtbit as a gift and is a really great gift option. The recipient really loved this gift.,5.0
R0277,True,Not sure. The foot cream was really thick. Left my feet sticky and wouldn’t rub in. The lip balm was good and so was the cuticle cream.,2.0
R0278,True,Smaller than I originally thought. Smaller then I originally thought but it's a good starter/travel kit. I especially like the almond milk hand butter it just smells so amazing! I'm a nail biter so I was hoping all these would nourish my brittle nails and keep me from biting them,4.0
R0279,True,Perfect Small Gift.... Good Value. Great value for the money. Anyone who uses Burt's Bees will love this kit. Purchased two of these. They make perfect small gifts for anyone,5.0
R0280,True,"Average. Not being prissy, just honest.. Not worth premium",1.0
R0281,True,Perf. Love,5.0
R0282,True,Nice. As pictured. Given as gift and was received very excitedly,5.0
R0283,True,Five Stars. great product,5.0
R0284,True,Five Stars. Nice products,5.0
R0285,True,Great gift. Was a birthday present for a teen. She loves it!!,5.0
R0286,True,Five Stars. Makes for a very nice gift. Everyone can use it.,5.0
